City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,al hada,21.3675,40.2869,69.19,18,0,4.45,SA,1714972618
364,laminusa,5.5549,120.9136,84.18,70,37,3.74,PH,1714972618
365,itacoatiara,-3.1431,-58.4442,75.49,98,85,2.06,BR,1714972618
366,kuanda,56.3161,116.0806,66.0,32,50,2.21,RU,1714972618
367,buka,40.8108,69.1986,73.54,52,12,3.31,UZ,1714972618
368,murzuq,25.9155,13.9184,74.98,26,99,12.17,LY,1714972618
369,at taj,24.2049,23.2857,68.09,26,0,8.1,LY,1714972618
370,tambacounda,13.7539,-13.7586,82.49,33,1,6.31,SN,1714972619
371,larkird,35.4894,66.6641,59.13,36,4,1.41,AF,1714972619
372,trujillo,-8.116,-79.03,62.56,94,100,9.22,PE,1714972619
373,bardai,11.65,7.2333,77.76,65,58,11.5,NG,1714972619
374,mirny,62.5353,113.9611,37.24,97,84,8.99,RU,1714972619
375,katabu,-4.9333,122.5167,74.66,99,100,5.64,ID,1714972619
376,inhambane,-23.865,35.3833,62.58,94,40,0.0,MZ,1714972619
377,homer,59.6425,-151.5483,44.47,89,75,5.99,US,1714972619
378,huangshan,29.7114,118.3125,77.67,56,100,5.19,CN,1714972619
379,kyshtovka,56.555,76.6271,42.35,44,94,15.01,RU,1714972620
380,zemio,5.0314,25.1361,75.31,69,29,2.04,CF,1714972620
381,cafayate,-26.073,-65.9761,67.68,14,0,12.26,AR,1714972620
382,jianguang,28.1938,115.7836,79.27,62,95,2.66,CN,1714972620
383,island harbour,50.724,-1.2758,52.02,76,77,1.99,GB,1714972620
384,akjoujt,19.6969,-14.4164,79.45,16,0,6.13,MR,1714972620
385,karor,31.2274,70.9492,97.57,20,0,6.42,PK,1714972620
386,volchikha,52.0333,80.3833,49.98,44,40,8.99,RU,1714972620
387,manay,7.215,126.5397,85.82,65,100,10.94,PH,1714972620
388,businga,3.3333,20.8833,74.34,71,0,2.15,CD,1714972621
389,ust-tsilma,65.441,52.1498,22.6,87,63,1.99,RU,1714972621
390,enewetak,11.3474,162.3373,81.93,76,28,16.37,MH,1714972621
391,mil'kovo,55.6078,37.7956,43.0,61,44,6.96,RU,1714972621
392,tsiombe,-25.3,45.4833,68.83,66,0,6.91,MG,1714972621
393,dudinka,69.4058,86.1778,22.68,82,100,8.01,RU,1714972621
394,kapuskasing,49.4169,-82.4331,48.2,66,79,9.22,CA,1714972621
395,ambalangoda,6.2355,80.0538,87.21,74,70,9.73,LK,1714972621
396,cozumel,20.5083,-86.9458,79.95,86,3,12.33,MX,1714972621
397,hasaki,35.7333,140.8333,75.29,71,94,25.03,JP,1714972622
398,sheridan,44.8333,-106.9173,54.3,67,20,8.05,US,1714972622
399,ondjiva,-17.0667,15.7333,54.9,45,1,5.88,AO,1714972622
400,lloydminster,53.2835,-110.0016,51.71,54,100,13.53,CA,1714972622
401,zhangjiakou shi xuanhua qu,40.6103,115.0447,74.05,23,100,5.66,CN,1714972622
402,loango,-4.6719,11.8312,78.46,94,40,4.61,CG,1714972622
403,necochea,-38.5473,-58.7368,57.58,48,100,8.7,AR,1714972409
404,naze,28.3667,129.4833,76.28,83,58,13.06,JP,1714972623
405,concepcion,-36.827,-73.0498,50.14,77,67,9.82,CL,1714972503
406,ploudalmezeau,48.5333,-4.65,50.29,100,0,5.75,FR,1714972623
407,kotlas,61.2611,46.6556,32.05,75,100,4.0,RU,1714972623
408,corn island,12.1694,-83.0418,83.12,76,79,11.56,NI,1714972623
409,zell am see,47.3256,12.7944,55.0,37,45,6.51,AT,1714972623
410,usinsk,65.9939,57.5281,21.07,64,20,4.0,RU,1714972623
411,sligo,54.2697,-8.4694,50.59,98,100,5.73,IE,1714972623
412,hadibu,12.65,54.0333,86.18,71,83,4.47,YE,1714972623
413,tual,-5.6667,132.75,82.15,83,100,13.56,ID,1714972623
414,fontem,5.4685,9.8818,69.08,92,80,2.55,CM,1714972624
415,haiku-pauwela,20.9219,-156.3051,73.22,82,40,20.71,US,1714972624
416,revda,56.801,59.9303,36.48,91,100,12.1,RU,1714972624
417,atafu village,-8.5421,-172.5159,85.62,75,26,8.52,TK,1714972624
418,dapa,9.7594,126.0531,84.58,71,45,8.03,PH,1714972624
419,carauari,-4.8828,-66.8958,75.11,98,72,1.48,BR,1714972624
420,porto novo,6.4965,2.6036,80.96,88,26,5.64,BJ,1714972624
421,lauro de freitas,-12.8944,-38.3272,80.62,78,75,13.8,BR,1714972624
422,pocora,10.1718,-83.6044,76.96,87,98,1.23,CR,1714972624
423,augusto correa,-1.0217,-46.635,75.74,99,100,4.0,BR,1714972624
424,oranjemund,-28.55,16.4333,57.45,69,0,5.48,NA,1714972625
425,doka,13.5167,35.7667,88.38,12,0,6.26,SD,1714972460
426,rawson,-43.3002,-65.1023,46.85,45,73,13.4,AR,1714972625
427,trstena,49.361,19.6125,56.93,86,98,3.8,SK,1714972625
428,kudahuvadhoo,2.6708,72.8944,85.35,74,76,8.75,MV,1714972625
429,ulsteinvik,62.3432,5.8487,49.75,94,77,1.99,NO,1714972625
430,odakra,56.1,12.7333,51.08,92,100,4.47,SE,1714972625
431,dondo,-19.6094,34.7431,65.71,85,0,2.73,MZ,1714972625
432,aberdeen,57.1437,-2.0981,52.29,95,100,5.75,GB,1714972625
433,sarmiento,-45.5882,-69.07,39.65,53,95,3.11,AR,1714972626
434,harper,4.375,-7.7169,81.75,80,85,4.03,LR,1714972626
435,yomju-up,39.8933,124.5981,54.52,97,100,3.0,KP,1714972626
436,colonia,50.9333,6.95,55.96,86,20,2.3,DE,1714972405
437,san nicolas,18.1725,120.5953,91.09,55,31,18.12,PH,1714972626
438,isangel,-19.55,169.2667,75.78,65,30,13.8,VU,1714972626
439,ust'-ilimsk,58.0006,102.6619,76.44,33,100,18.01,RU,1714972626
440,sydney mines,46.2367,-60.2177,41.68,87,98,4.0,CA,1714972626
441,pisco,-13.7,-76.2167,66.25,82,73,2.3,PE,1714972626
442,kabompo,-13.5927,24.2008,59.83,74,4,3.89,ZM,1714972626
443,dickinson,29.4608,-95.0513,76.05,93,100,4.61,US,1714972627
444,saudarkrokur,65.7461,-19.6394,37.17,64,0,13.22,IS,1714972627
445,yeppoon,-23.1333,150.7333,74.98,74,55,16.42,AU,1714972627
446,conception bay south,47.4999,-52.9981,32.92,95,22,5.32,CA,1714972627
447,cacoal,-11.4386,-61.4472,75.09,93,26,0.92,BR,1714972627
448,ekenas,59.9736,23.4339,43.9,80,79,13.38,FI,1714972627
449,shama junction,5.0087,-1.6301,80.6,86,56,3.87,GH,1714972627
450,zhangye,38.9342,100.4517,80.92,6,62,5.46,CN,1714972627
451,inari,68.906,27.0288,30.4,78,47,9.42,FI,1714972627
452,labuan,5.2767,115.2417,83.73,74,30,6.71,MY,1714972627
453,adjumani,3.3779,31.7909,72.99,71,97,2.73,UG,1714972628
454,ketchikan,55.3422,-131.6461,46.87,87,100,5.75,US,1714972628
455,apatity,67.5641,33.4031,29.66,84,57,9.44,RU,1714972628
456,northam,51.0333,-4.2167,49.39,92,96,3.42,GB,1714972628
457,yerofey pavlovich,53.9667,121.9667,67.06,20,82,5.41,RU,1714972628
458,vila franca do campo,37.7167,-25.4333,64.89,99,100,8.5,PT,1714972628
459,vilyuysk,63.7553,121.6247,37.0,85,99,10.0,RU,1714972628
460,hunchun,42.8675,130.3581,55.94,86,100,5.26,CN,1714972628
461,minas de marcona,-15.2119,-75.1103,59.7,90,85,12.24,PE,1714972628
462,tralee,52.2704,-9.7026,50.16,98,80,3.29,IE,1714972629
463,borazjan,29.2666,51.2159,88.92,25,1,2.19,IR,1714972629
464,crane,31.3974,-102.3501,71.44,81,3,14.97,US,1714972629
465,khovd,48.0056,91.6419,79.77,6,8,8.52,MN,1714972469
466,uliastay,47.7417,96.8444,69.87,12,10,14.36,MN,1714972629
467,selebi-phikwe,-21.979,27.8498,57.49,50,0,1.16,BW,1714972629
468,todos santos,23.45,-110.2167,79.3,89,100,6.04,MX,1714972629
469,mersing,2.4312,103.8405,88.54,68,11,2.51,MY,1714972629
470,st. paul,44.9444,-93.0933,58.55,65,0,6.91,US,1714972488
471,ta`u,-14.2336,-169.5144,83.21,81,94,9.95,AS,1714972630
472,coquimbo,-29.9533,-71.3436,56.39,82,0,1.77,CL,1714972335
473,moranbah,-22.0016,148.0466,82.69,42,27,15.48,AU,1714972630
474,ola,59.5833,151.2833,38.14,73,24,4.97,RU,1714972630
475,redencao,-4.2258,-38.7306,73.89,96,90,3.13,BR,1714972630
476,swan hill,-35.3378,143.5544,71.49,33,0,7.07,AU,1714972630
477,trevelin,-43.0858,-71.4639,31.48,98,100,3.04,AR,1714972630
478,coos bay,43.3665,-124.2179,50.94,93,100,10.36,US,1714972529
479,nizhnesortymskiy,62.4397,71.7603,25.97,79,20,15.5,RU,1714972630
480,itaueira,-7.6033,-43.0256,79.21,54,91,9.51,BR,1714972630
481,saint-joseph,-21.3667,55.6167,75.58,68,13,12.93,RE,1714972514
482,wisconsin rapids,44.3836,-89.8174,55.22,87,0,0.0,US,1714972631
483,bayanhongor,46.7167,100.1167,59.61,17,1,5.21,MN,1714972631
484,swakopmund,-22.6833,14.5333,52.65,67,0,5.64,NA,1714972631
485,pecos,31.4229,-103.4932,74.23,73,0,21.85,US,1714972631
486,makilala,6.9517,125.0969,91.62,54,74,2.71,PH,1714972631
487,kruisfontein,-34.0033,24.7314,59.88,79,0,7.56,ZA,1714972631
488,sandnessjoen,66.0217,12.6316,48.42,43,0,6.91,NO,1714972551
489,skovorodino,53.9833,123.9167,67.19,21,55,5.48,RU,1714972631
490,sao jose da coroa grande,-8.8978,-35.1478,79.63,84,31,9.73,BR,1714972631
491,shimoda,34.6667,138.95,69.1,76,100,11.12,JP,1714972631
492,tambuwal,12.4039,4.6469,85.66,51,0,8.88,NG,1714972632
493,szombathely,47.2309,16.6216,56.05,83,64,2.26,HU,1714972632
494,ebon,4.582,168.6964,81.01,86,100,20.6,MH,1714972632
495,nchelenge,-9.3451,28.734,66.78,81,67,5.66,ZM,1714972632
496,wynyard,-41.0,145.7167,56.7,74,61,4.16,AU,1714972632
497,san patricio,28.017,-97.5169,79.84,86,78,12.46,US,1714972632
498,rehoboth,-23.3167,17.0833,58.96,25,0,5.57,NA,1714972632
499,glace bay,46.1969,-59.957,40.57,92,100,5.99,CA,1714972632
500,cannonvale,-20.2833,148.7,71.58,80,94,12.62,AU,1714972633
501,nampula,-15.1165,39.2666,69.75,94,20,8.05,MZ,1714972633
502,marsh harbour,26.5412,-77.0636,75.0,69,2,15.59,BS,1714972633
503,alice springs,-23.7,133.8833,71.15,33,15,13.8,AU,1714972633
504,oltinko'l,40.8011,72.1634,73.47,51,75,2.93,UZ,1714972633
505,mount pearl,47.5166,-52.7813,32.32,94,35,3.94,CA,1714972633
506,page,36.9147,-111.4558,47.98,38,0,21.99,US,1714972450
507,el bagre,7.5927,-74.8086,74.79,99,100,1.86,CO,1714972633
508,kavieng,-2.5744,150.7967,85.84,69,100,4.41,PG,1714972633
509,qingyuan,23.7,113.0333,89.58,65,100,2.95,CN,1714972633
510,taco pozo,-25.6167,-63.2833,67.12,95,30,2.01,AR,1714972634
511,kongolo,-5.3833,27.0,70.66,87,38,2.8,CD,1714972634
512,grinnell,41.743,-92.7224,58.51,73,0,5.75,US,1714972634
513,playa blanca,28.8643,-13.8281,68.2,88,93,12.57,ES,1714972634
514,magadan,59.5667,150.8,37.53,75,17,3.89,RU,1714972634
515,mogocha,53.7333,119.7667,66.2,17,46,5.86,RU,1714972634
516,brak,27.5496,14.2714,70.63,33,93,10.94,LY,1714972634
517,tazacorte,28.629,-17.9293,65.37,72,75,11.5,ES,1714972634
518,midvagur,62.0511,-7.1939,45.43,93,100,20.71,FO,1714972634
519,armacao de buzios,-22.7469,-41.8817,73.6,92,78,13.85,BR,1714972635
520,cherepovets,59.1333,37.9,31.82,69,40,8.95,RU,1714972635
521,tashtagol,52.7657,87.8894,48.52,95,100,5.99,RU,1714972635
522,borgarnes,64.5383,-21.9206,39.81,88,69,5.46,IS,1714972635
523,gazojak,41.1875,61.4036,72.97,37,0,10.0,TM,1714972635
524,khandyga,62.6667,135.6,39.81,97,100,4.23,RU,1714972635
525,sao vicente,-23.9631,-46.3919,81.27,26,0,1.52,BR,1714972635
526,la junta,37.985,-103.5438,70.18,41,0,20.71,US,1714972513
527,kayangel,8.0823,134.7173,83.68,67,36,8.86,PW,1714972636
528,richlands,37.0932,-81.7937,64.45,94,75,0.0,US,1714972636
529,nagqu,31.5,92.0,43.54,28,100,4.41,CN,1714972636
530,balkanabat,39.5108,54.3671,80.06,30,42,0.67,TM,1714972636
531,anaconda,46.1285,-112.9423,43.79,99,98,2.95,US,1714972636
532,dubinino,55.6192,89.0911,46.35,95,100,18.01,RU,1714972636
533,yakeshi,49.2833,120.7333,66.34,18,13,4.36,CN,1714972636
534,porbandar,21.6422,69.6093,87.3,60,0,13.02,IN,1714972636
535,margate,51.3813,1.3862,54.3,90,27,1.99,GB,1714972631
536,jagannathpur,22.2333,85.65,103.75,13,81,3.89,IN,1714972636
537,inarajan village,13.2736,144.7484,88.0,81,96,13.65,GU,1714972636
538,markaz-e woluswali-ye achin,34.1258,70.7078,78.49,32,0,6.06,AF,1714972637
539,gaspe,48.8334,-64.4819,44.82,87,100,5.75,CA,1714972637
540,hailey,43.5196,-114.3153,39.06,70,75,0.0,US,1714972363
541,kolonia,50.9333,6.95,55.96,86,20,2.3,DE,1714972414
542,grand falls-windsor,48.9332,-55.6649,40.5,85,89,4.09,CA,1714972411
543,bechar,31.6167,-2.2167,70.02,12,80,5.19,DZ,1714972637
544,palmas,-10.2128,-48.3603,76.87,83,0,6.91,BR,1714972381
545,arafat,21.3594,39.9664,87.37,24,0,2.51,SA,1714972637
546,angaur state,6.906,134.13,83.53,70,99,9.4,PW,1714972637
547,vikulovo,56.8167,70.6107,42.12,43,56,12.48,RU,1714972637
548,ouargla,31.9493,5.325,76.17,20,22,8.32,DZ,1714972638
549,pilar,-9.5972,-35.9567,76.93,96,42,0.34,BR,1714972638
550,nizhniy kuranakh,58.8353,125.4869,52.54,76,60,7.23,RU,1714972638
551,fukuecho,32.6881,128.8419,66.07,83,98,13.4,JP,1714972638
552,dampit,-8.2116,112.7493,84.02,54,11,8.48,ID,1714972638
553,anisoc,1.8658,10.7689,71.46,100,44,1.19,GQ,1714972638
554,akureyri,65.6835,-18.0878,39.13,56,0,12.66,IS,1714972638
555,burang,30.25,81.1667,39.88,46,27,6.62,CN,1714972638
556,winnemucca,40.973,-117.7357,37.56,79,100,11.97,US,1714972639
557,mehran,33.1222,46.1646,79.48,39,69,13.65,IR,1714972639
558,luganville,-15.5333,167.1667,79.74,81,88,10.31,VU,1714972639
559,santa terezinha,-29.9002,-50.0904,71.15,88,25,8.03,BR,1714972639
560,al mijlad,11.0333,27.7333,85.82,15,2,8.1,SD,1714972639
561,yangambi,0.8102,24.4336,72.95,82,24,3.98,CD,1714972639
562,ubari,26.5921,12.7805,73.02,26,92,11.05,LY,1714972640
563,shalqar,47.8333,59.6,55.47,32,100,10.31,KZ,1714972640
564,ohara,35.25,140.3833,69.84,74,100,20.22,JP,1714972640
565,tchintabaraden,15.8969,5.7985,87.64,14,0,8.57,NE,1714972640
566,nanning,22.8167,108.3167,81.46,74,100,5.23,CN,1714972640
567,umluj,25.0213,37.2685,80.85,42,0,10.2,SA,1714972640
568,fuglafjordur,62.244,-6.814,45.07,98,100,19.28,FO,1714972640
569,bazarak,35.3129,69.5152,56.52,44,12,8.23,AF,1714972641
570,kavaratti,10.5669,72.642,85.39,66,45,5.53,IN,1714972641
571,valle hermoso,25.6667,-97.8333,80.46,91,10,15.26,MX,1714972641
572,godo,35.4167,136.6,70.99,100,100,7.25,JP,1714972641
573,hastings,50.8552,0.5729,53.92,89,75,10.25,GB,1714972585
574,robertsport,6.7533,-11.3686,81.34,82,100,7.0,LR,1714972641
575,miracema do tocantins,-9.5618,-48.3967,73.8,66,37,2.77,BR,1714972641
576,goroka,-6.0834,145.3873,68.94,95,95,1.5,PG,1714972641
577,guaratuba,-25.8828,-48.5747,72.0,94,5,3.13,BR,1714972641
578,turpan,42.9333,89.1667,97.48,5,2,5.53,CN,1714972641
579,mokrous,51.2333,47.5167,51.78,63,87,13.62,RU,1714972642
580,akrehamn,59.2667,5.1833,50.41,93,100,6.91,NO,1714972642
581,ostersund,63.1792,14.6357,36.05,55,75,11.5,SE,1714972359
582,saldanha,-33.0117,17.9442,55.45,91,81,13.87,ZA,1714972642
583,nantucket,41.2835,-70.0995,51.01,98,100,11.5,US,1714972610
584,laojunmiao,39.8333,97.7333,70.05,8,79,22.53,CN,1714972525
585,carbonear,47.7332,-53.2148,33.62,93,41,6.33,CA,1714972642
586,kalabo,-14.97,22.6814,59.81,63,1,4.14,ZM,1714972642
587,al kharijah,25.4514,30.5464,71.24,23,0,8.01,EG,1714972578
588,coahuayana de hidalgo,18.7,-103.6583,70.34,90,100,3.11,MX,1714972643
589,walla walla,46.0646,-118.343,49.91,84,100,18.01,US,1714972643
590,santyoku,37.4406,129.1708,62.69,77,100,9.4,KR,1714972643
591,kurlovo,55.4325,40.4854,41.52,63,11,7.52,RU,1714972643
